OBJECTID,Id,gridcode,ShapeLongitude,ShapeLatitude,Shape_Length,Shape_Area,Longitude,Latitude
1137,779153,65047252,175.0538069,52.00130198,12813.39953,7527041.213,175.0574623,51.99426051
1138,779154,18915060,175.1031447,52.01296768,13221.57394,10472940.6,175.105425,52.00927715
1139,779155,40807576,175.1501788,52.02688108,13194.86345,10987713.79,175.1534226,52.02427173
1140,779156,8569179,175.1955436,52.04495324,11894.07387,8131075.562,175.2014548,52.03924424
1141,779157,60592828,175.2405675,52.06179282,10606.26769,5926082.582,175.2495219,52.05419464
1142,779158,23951966,175.27892,52.07790786,7948.871971,2067520.416,175.2976237,52.06912292
1143,779169,19517592,175.8366686,52.24758376,7781.360843,1773976.327,175.8290343,52.23186795
1144,779170,65172208,175.8782745,52.2473858,14384.81181,13023796.88,175.8775523,52.24652913
1145,779171,6539350,175.9261048,52.26116792,14816,13719616,175.9261048,52.26116792
1146,779172,52360408,175.9746918,52.27578429,14816,13719616,175.9746918,52.27578429
1147,779173,5302442,176.0233135,52.29037823,14816,13719616,176.0233135,52.29037823
1148,779174,16707520,176.0704215,52.30252971,13859.19905,11696769.64,176.0719696,52.30494971
1149,779175,73855616,176.1154334,52.30729374,11206.23426,3833232.952,176.1206603,52.31949871
1150,779176,36542368,176.1645316,52.34286832,17308.92405,6897128.112,176.1693855,52.33402521
1151,779177,37911448,176.2186906,52.3491902,13333.54313,11009650.84,176.2181452,52.34852919
1152,779178,44200028,176.2596258,52.3511266,8621.215883,3205743.037,176.2669393,52.36301063
1153,780501,79599152,175.3436669,52.03209756,7154.00802,1765311.571,175.3215855,52.03918472
1154,780502,3901925,175.3690167,52.04452274,8503.945234,4292173.523,175.3696958,52.05408097
1155,780513,42602732,175.9089632,52.22034834,12622.65915,8593063.223,175.9011946,52.21647269
1156,780514,43803108,175.94972,52.23110166,14816,13719616,175.94972,52.23110166
1157,780515,8530063,175.99828,52.24570823,14816,13719616,175.99828,52.24570823
1158,780516,10962763,176.0468744,52.26029237,14816,13719616,176.0468744,52.26029237
1159,780517,66362948,176.0955032,52.27485405,14816,13719616,176.0955032,52.27485405
1160,780518,51589368,176.1431215,52.28706357,14513.55605,11811582.12,176.1441666,52.28939327
1161,780519,13015547,176.1960082,52.30309554,14983.87511,11922075.44,176.1928644,52.30390999
1162,780520,7383129,176.225093,52.30922425,12965.36289,3408477.642,176.2415965,52.3184042
1163,780521,80769480,176.2827257,52.34270713,13898.91113,5147430.769,176.2903631,52.33287588
1164,780522,35521116,176.3398455,52.34655863,13797.33804,12655090.08,176.3391641,52.347325
1165,780523,85739800,176.3842392,52.35444175,11925.46066,6899543.186,176.3879995,52.36175154
1166,781841,79586496,175.229627,51.95796189,3426.604255,643737.371,175.2014679,51.96444749
1167,781842,83124760,175.2585229,51.97305296,11378.83444,6609076.477,175.2494481,51.97940019
1168,781843,32494992,175.3009995,51.99277239,13868.13956,11554997.34,175.297463,51.99433081
1169,781844,83599296,175.3403243,52.01047876,13532.22317,10420945.77,175.3455125,52.00923932
1170,781845,45667040,175.3696336,52.03151423,5345.887557,1243015.967,175.3935966,52.02412569
