"","X","Y","area_km2","geometry"
"140",609.804248543358,7238.03431563614,493.906176,c(609804.248543358, 7238034.31563614)
"141",631.27674100845,7243.70624300729,493.906176,c(631276.74100845, 7243706.24300729)
"142",652.619422656826,7249.15463033954,484.499043922318,c(652619.422656826, 7249154.63033954)
"143",668.736642432422,7250.18707568246,148.364230241144,c(668736.642432422, 7250187.07568246)
"174...321",515.130794756174,7182.25035528413,89.3635750682259,c(515130.794756174, 7182250.35528413)
"175...322",531.458948758216,7192.11189674853,374.94809029983,c(531458.948758216, 7192111.89674853)
"176...323",551.0106933511,7199.58238902589,493.906176,c(551010.6933511, 7199582.38902589)
"177...324",572.499718107613,7205.22805251357,493.906176,c(572499.718107613, 7205228.05251357)
"178...325",593.985778244952,7210.88197533896,493.906176,c(593985.778244952, 7210881.97533896)
"179...326",615.469094678561,7216.54431129286,493.906176,c(615469.094678561, 7216544.31129286)
"180...327",636.949891801979,7222.21521296742,493.906176,c(636949.891801979, 7222215.21296742)
"181...328",658.428397482504,7227.89483189305,493.906176,c(658428.397482504, 7227894.83189305)
"182...329",672.326893356565,7232.66733584658,153.614915432352,c(672326.893356565, 7232667.33584658)
"211",480.41095444971,7148.76349745445,30.8538647695723,c(480410.95444971, 7148763.49745445)
"212",495.081261619012,7157.64863349946,281.867837347427,c(495081.261619012, 7157648.63349946)
"213",513.826529959039,7166.7263271548,486.744757710681,c(513826.529959039, 7166726.3271548)
"214",535.156037444268,7172.46467435374,493.906176,c(535156.037444268, 7172464.67435374)
"215",556.655145373321,7178.10192940476,493.906176,c(556655.145373321, 7178101.92940476)
"216",578.151336733267,7183.74709999623,493.906176,c(578151.336733267, 7183747.09999623)
"217",599.644827231806,7189.40034433535,493.906176,c(599644.827231806, 7189400.34433535)
"218",621.135835865575,7195.0618192633,493.906176,c(621135.835865575, 7195061.8192633)
"219",642.66458652069,7200.65794300817,489.245539453128,c(642664.58652069, 7200657.94300817)
"220",664.111299986149,7206.41008218808,493.906176,c(664111.299986149, 7206410.08218808)
"221",675.872812987803,7212.06132612417,66.0588205959501,c(675872.812987803, 7212061.32612417)
"248",445.656758529591,7115.30791891591,2.74690375976348,c(445656.758529591, 7115307.91891591)
"249",459.085670809617,7123.424767452,187.293022484467,c(459085.670809617, 7123424.767452)
"250",477.132096654743,7133.48938181356,450.679653146376,c(477132.096654743, 7133489.38181356)
"251",497.776358998479,7139.74024697768,493.906176,c(497776.358998479, 7139740.24697768)
"252",519.287990786325,7145.3622333445,493.906176,c(519287.990786325, 7145362.2333445)
"253",540.796546696099,7150.99161665342,493.906176,c(540796.546696099, 7150991.61665342)
"254",562.302234591656,7156.62856113487,493.906176,c(562302.234591656, 7156628.56113487)
"255",583.805265421827,7162.27322938604,493.906176,c(583805.265421827, 7162273.22938604)
"256",605.305853238564,7167.92578248876,493.906176,c(605305.853238564, 7167925.78248876)
"257",626.804215208182,7173.58638012863,493.906176,c(626804.215208182, 7173586.38012863)
"258",648.300571615565,7179.25518071499,493.906176,c(648300.571615565, 7179255.18071499)
"259",669.795145861225,7184.93234150136,493.906176,c(669795.145861225, 7184932.34150136)
"260",691.400649789668,7188.04517347306,378.839566986679,c(691400.649789668, 7188045.17347306)
"261",709.115601286318,7190.959134138,171.527548299692,c(709115.601286318, 7190959.134138)
"286...355",423.97631916954,7089.87626684279,101.078036475485,c(423976.31916954, 7089876.26684279)
"287...356",440.645122739455,7099.78868604247,385.460941364357,c(440645.122739454, 7099788.68604247)
"288...357",460.363742367754,7107.05069745376,493.906176,c(460363.742367754, 7107050.69745376)
"289...358",481.887375291674,7112.65887360166,493.906176,c(481887.375291674, 7112658.87360166)
"290...359",503.407784228285,7118.27390724735,493.906176,c(503407.784228285, 7118273.90724734)
"291...360",524.925170024397,7123.89596895994,493.906176,c(524925.170024397, 7123895.96895994)
"292...361",546.439736394043,7129.52522744332,493.906176,c(546439.736394043, 7129525.22744332)
"293...362",567.951689948634,7135.16184964391,493.906176,c(567951.689948634, 7135161.84964391)
"294",589.461240220903,7140.80600086005,493.906176,c(589461.240220903, 7140806.00086005)
"295",610.968599682479,7146.4578448526,493.906176,c(610968.599682479, 7146457.8448526)
"296",632.473983755,7152.11754395693,493.906176,c(632473.983755, 7152117.54395693)
"297",653.977610814593,7157.78525919538,493.906176,c(653977.610814593, 7157785.25919538)
"298",675.479702189689,7163.46115039036,493.906176,c(675479.702189689, 7163461.15039036)
"299",696.98048215206,7169.14537627743,493.906176,c(696980.48215206, 7169145.37627743)
"300",712.358340628669,7173.96408217633,218.375976176122,c(712358.340628669, 7173964.08217633)
"324.2",409.769356008252,7079.89609664618,0.163520867963791,c(409769.356008252, 7079896.09664618)
"325.2",423.231063753107,7082.55979138557,125.432020906912,c(423231.063753107, 7082559.79138557)
"326.1",444.135420387045,7084.99999157622,268.306157831146,c(444135.420387045, 7084999.99157622)
"327.1",466.524198432185,7086.90063629106,434.279609196746,c(466524.198432185, 7086900.63629106)
"328",487.516604594534,7091.19853796767,493.906176,c(487516.604594534, 7091198.53796767)
"329",509.042219089739,7096.81384056279,493.906176,c(509042.219089739, 7096813.84056279)
"330",530.565062355744,7102.43596601487,493.906176,c(530565.062355744, 7102435.96601487)
"331",552.085337061648,7108.06508556647,493.906176,c(552085.337061648, 7108065.08556647)
"332",573.603248620595,7113.70136869449,493.906176,c(573603.248620595, 7113701.36869449)
"333",595.119005212856,7119.34498321292,493.906176,c(595119.005212856, 7119344.98321292)
"334...380",616.632817802932,7124.99609537675,493.906176,c(616632.817802932, 7124996.09537675)
"335...381",638.144900150594,7130.65486998705,493.906176,c(638144.900150594, 7130654.86998705)
"336...382",659.655468815695,7136.32147049659,493.906176,c(659655.468815695, 7136321.47049659)
"337...383",681.164743156747,7141.99605911586,493.906176,c(681164.743156747, 7141996.05911586)
"338...384",702.672945323127,7147.67879691928,493.906176,c(702672.945323127, 7147678.79691928)
"339...385",723.877250062942,7151.99886768616,433.491276946765,c(723877.250062942, 7151998.86768616)
"340...386",746.137005263583,7155.32902583815,325.809740900201,c(746137.005263583, 7155329.02583815)
"341...387",766.624633745599,7157.53656402838,165.836594301949,c(766624.633745599, 7157536.56402838)
"342...388",784.831920043011,7158.79217697314,8.88464587858152,c(784831.920043011, 7158792.17697314)
"343...389",813.179478841377,7166.86373400033,53.5457591250493,c(813179.478841377, 7166863.73400033)
"344...390",827.308499518973,7169.85536541981,9.40649915629917,c(827308.499518973, 7169855.36541981)
"366.1",476.013977197164,7066.54377989728,257.951081643948,c(476013.977197164, 7066543.77989728)
"367",493.148855067152,7069.74408630391,493.906176,c(493148.855067152, 7069744.08630391)
"368",514.67938995512,7075.35964347899,493.906176,c(514679.38995512, 7075359.64347899)
"369",536.207400139062,7080.98181606589,493.906176,c(536207.400139062, 7080981.81606589)
"370",557.733087287313,7086.61077767054,493.906176,c(557733.087287313, 7086610.77767054)
"371",579.256655667747,7092.24670012471,493.906176,c(579256.655667747, 7092246.70012471)
"372",600.7783121701,7097.88975358253,493.906176,c(600778.3121701, 7097889.75358253)
"373",622.298266322696,7103.54010661819,493.906176,c(622298.266322696, 7103540.10661819)
"374",643.816730303464,7109.19792632447,493.906176,c(643816.730303464, 7109197.92632447)
"375",665.333918945126,7114.86337841194,493.906176,c(665333.918945126, 7114863.37841194)
"376",686.850049734528,7120.53662730848,493.906176,c(686850.049734528, 7120536.62730848)
"377",708.365342806024,7126.21783625878,493.906176,c(708365.342806024, 7126217.83625878)
"378",729.88002092889,7131.90716742372,493.906176,c(729880.02092889, 7131907.16742372)
"379",751.394309488743,7137.60478197905,493.906176,c(751394.309488743, 7137604.78197905)
"380",772.908436462987,7143.31084021327,493.906176,c(772908.436462987, 7143310.84021327)
"381",794.474236717957,7148.69177730389,478.370134450894,c(794474.236717957, 7148691.77730389)
"382",815.937130334104,7154.74892501515,493.906176,c(815937.130334104, 7154748.92501515)
"383",837.369015878157,7160.25629166639,484.913589164175,c(837369.015878157, 7160256.29166639)
"384",858.832316662245,7164.31723788506,408.521951731964,c(858832.316662245, 7164317.23788506)
"385",876.912794802116,7162.68293696215,66.6215275317313,c(876912.794802116, 7162682.93696215)
"386",909.79802217955,7173.52395631057,102.739973746171,c(909798.02217955, 7173523.95631057)
"387",924.643989828249,7177.43545607924,219.492028721729,c(924643.989828249, 7177435.45607924)
"388",944.100396083446,7181.47513287791,129.44999653825,c(944100.396083446, 7181475.13287791)
"405",484.400788370892,7055.37346468657,2.71213321145991,c(484400.788370892, 7055373.46468657)
"406",499.057846614192,7055.01557997418,183.180036084725,c(499057.846614192, 7055015.57997418)
"407",516.892433946336,7061.34487032007,126.139481352326,c(516892.433946336, 7061344.87032007)
"408",543.911875472435,7061.96309293565,347.812566227139,c(543911.875472435, 7061963.09293565)
"409",563.382733386253,7065.16189797147,493.906176,c(563382.733386253, 7065161.89797147)
"410",584.911663700575,7070.79743359763,493.906176,c(584911.663700575, 7070797.43359763)
"411",606.438920226646,7076.43989718526,493.906176,c(606438.920226646, 7076439.89718526)
"412",627.964711125327,7082.08945946221,493.906176,c(627964.711125327, 7082089.4594622)
"413",649.489247069975,7087.74628964843,493.906176,c(649489.247069975, 7087746.28964844)
"414",671.012741252054,7093.41055554918,493.906176,c(671012.741252054, 7093410.55554918)
"415",692.535409381214,7099.0824236483,493.906176,c(692535.409381214, 7099082.4236483)
"416",714.057469679829,7104.76205920169,493.906176,c(714057.469679829, 7104762.05920169)
"417",735.579142871916,7110.4496263304,493.906176,c(735579.142871916, 7110449.6263304)
"418",757.100652166476,7116.1452881133,493.906176,c(757100.652166476, 7116145.2881133)
"419",778.62222323521,7121.84920667876,493.906176,c(778622.22323521, 7121849.20667876)
"420",800.144084184673,7127.56154329546,493.906176,c(800144.084184673, 7127561.54329546)
"421",821.666465522898,7133.28245846158,493.906176,c(821666.465522898, 7133282.45846158)
"422",843.18960012054,7139.01211199242,493.906176,c(843189.60012054, 7139012.11199242)
"423",864.713723166665,7144.75066310602,493.906176,c(864713.723166665, 7144750.66310602)
"424",886.080046665679,7150.28520737059,484.17727933678,c(886080.046665679, 7150285.20737059)
"425",908.727560975571,7155.59421476088,446.776451039684,c(908727.560975571, 7155594.21476088)
"426",929.294408587212,7162.02128689789,493.906176000001,c(929294.408587212, 7162021.28689789)
"427",949.860621484011,7166.66531473268,430.283905817662,c(949860.621484011, 7166665.31473268)
"428",968.346215463385,7164.53892754002,75.1956509940047,c(968346.215463385, 7164538.92754002)
"447...438",552.767407137594,7043.25682683563,146.441490756194,c(552767.407137594, 7043256.82683563)
"448...439",569.287806396833,7044.27744413499,470.19496798411,c(569287.806396833, 7044277.44413499)
"449...440",590.568032561763,7049.35316635929,493.906176,c(590568.032561763, 7049353.16635929)
"450...441",612.100595565067,7054.99500706063,493.906176,c(612100.595565067, 7054995.00706063)
"451...442",633.631924947812,7060.64374285373,493.906176,c(633631.924947812, 7060643.74285373)
"452...443",655.162229953366,7066.29954493016,493.906176,c(655162.229953366, 7066299.54493016)
"453...444",676.691722214607,7071.96258303555,493.906176,c(676691.722214607, 7071962.58303555)
"454...445",698.220615754774,7077.63302555722,493.906176,c(698220.615754774, 7077633.02555722)
"455...446",719.749126983113,7083.31103961186,493.906176,c(719749.126983113, 7083311.03961186)
"456...447",741.277474685283,7088.99679113287,493.906176,c(741277.474685283, 7088996.79113287)
"457...448",762.805880008512,7094.69044495723,493.906176,c(762805.880008512, 7094690.44495723)
"458...449",784.334566441514,7100.39216491166,493.906176,c(784334.566441514, 7100392.16491166)
"459...450",805.863759789189,7106.10211389751,493.906176,c(805863.759789189, 7106102.11389751)
"460",827.393688142156,7111.82045397461,493.906176,c(827393.688142156, 7111820.45397461)
"461",848.924581841171,7117.54734644331,493.906176,c(848924.581841171, 7117547.34644331)
"462",870.456673436525,7123.2829519248,493.906176,c(870456.673436525, 7123282.9519248)
"463",891.99019764251,7129.02743043927,493.906176,c(891990.19764251, 7129027.43043927)
"464",913.525391287077,7134.78094148174,493.906176,c(913525.391287077, 7134780.94148174)
"465",935.06249325683,7140.54364409516,493.906176000001,c(935062.49325683, 7140543.64409516)
"466",956.601744437489,7146.31569694079,493.906176,c(956601.744437489, 7146315.69694079)
"467",972.394765744153,7151.23791223467,230.048180007062,c(972394.765744153, 7151237.91223467)
"487",578.018500737819,7030.08566558851,109.494730473247,c(578018.500737819, 7030085.66558851)
"488",596.280198785727,7031.65180230181,324.990764847864,c(596280.198785727, 7031651.80230181)
"489",617.824649676327,7033.67047699741,489.377398226586,c(617824.649676327, 7033670.47699741)
"490",639.299687087689,7039.20255353845,493.906176,c(639299.687087689, 7039202.55353845)
"491",660.835464817054,7044.85728516151,493.906176,c(660835.464817054, 7044857.28516151)
"492",682.37065445998,7050.51905023419,493.906176,c(682370.65445998, 7050519.05023419)
"493",703.905468440496,7056.1880189031,493.906176,c(703905.468440496, 7056188.0189031)
"494",725.440121449541,7061.86436000358,493.906176,c(725440.121449541, 7061864.36000358)
"495",746.974830436789,7067.54824114168,493.906176,c(746974.830436789, 7067548.24114168)
"496",768.509814597572,7073.23982877567,493.906176,c(768509.814597572, 7073239.82877567)
"497",790.045295354886,7078.93928829673,493.906176,c(790045.295354886, 7078939.28829673)
"498...470",811.581496336526,7084.64678410879,493.906176,c(811581.496336526, 7084646.78410879)
"499...471",833.118643347388,7090.36247970697,493.906176,c(833118.643347388, 7090362.47970697)
"500...472",854.656964336986,7096.08653775459,493.906176,c(854656.964336986, 7096086.53775459)
"501...473",876.196689362287,7101.81912015853,493.906176,c(876196.689362287, 7101819.12015853)
"502...474",897.441662023901,7107.69541520591,481.947203174675,c(897441.662023901, 7107695.41520591)
"503...475",919.0206125043,7115.50466730399,395.749981472996,c(919020.6125043, 7115504.66730399)
"504...476",940.911088923042,7119.79244033218,463.042893252133,c(940911.088923042, 7119792.44033218)
"505...477",962.374302256298,7124.83790903972,493.906176,c(962374.302256298, 7124837.90903972)
"506...478",976.445434356391,7129.52177276452,158.597006398292,c(976445.434356391, 7129521.77276452)
"527.1",612.099594823882,7007.86738366287,5.49230313941932,c(612099.594823882, 7007867.38366287)
"528.1",624.244361648047,7014.78358407946,335.545299080444,c(624244.361648047, 7014783.58407946)
"529.1",645.14223713561,7018.29465092781,471.900855774423,c(645142.237135609, 7018294.65092781)
"530",666.508743611435,7023.41911109354,493.906176,c(666508.743611435, 7023419.11109354)
"531",688.049336497834,7029.07955447111,493.906176,c(688049.336497834, 7029079.55447111)
"532",709.589772691587,7034.74699771537,493.906176,c(709589.772691587, 7034746.99771537)
"533",731.130265256227,7040.42161124597,493.906176,c(731130.265256227, 7040421.61124597)
"534",752.671029403478,7046.10356420957,493.906176,c(752671.029403478, 7046103.56420957)
"535",774.212282481862,7051.79302455635,493.906176,c(774212.282481862, 7051793.02455635)
"536",794.792736996648,7058.01896707521,449.236740418142,c(794792.736996648, 7058018.96707521)
"537",817.031499986793,7065.67764133135,382.741956270927,c(817031.499986793, 7065677.64133135)
"538",838.938408691165,7069.69566094973,460.168463753886,c(838938.408691165, 7069695.66094973)
"539",860.38660484239,7074.62926111453,493.906176,c(860386.60484239, 7074629.26111453)
"540",881.933636218897,7080.35874099537,493.906176,c(881933.636218897, 7080358.74099537)
"541",901.371694646545,7085.90858613097,400.161745708705,c(901371.694646545, 7085908.58613097)
"543",954.187246965036,7111.09215666512,0.061368988327615,c(954187.246965036, 7111092.15666512)
"544",968.842472943161,7113.96697215484,36.5523670079256,c(968842.472943161, 7113966.97215484)
"545",979.058470993283,7116.0171782603,18.0251649620161,c(979058.470993283, 7116017.1782603)
"568.1",656.017774271616,7008.54089227079,8.11075788811636,c(656017.774271616, 7008540.89227079)
"569.1",671.907040753884,7010.97836179282,93.8287061851497,c(671907.040753884, 7010978.36179281)
"570.1",695.981550685907,7010.21141098541,323.727560284834,c(695981.550685907, 7010211.41098541)
"571...500",715.273339182109,7013.30956391166,493.906176,c(715273.339182109, 7013309.56391166)
"572...501",736.819375784172,7018.98239227899,493.906176,c(736819.375784172, 7018982.39227899)
"573...502",758.36589584011,7024.66235643703,493.906176,c(758365.89584011, 7024662.35643703)
"574",779.913114952122,7030.34962570563,493.906176,c(779913.114952122, 7030349.62570563)
"575",797.096903089397,7035.45419881087,298.104635760665,c(797096.903089397, 7035454.19881087)
"577",852.253128678185,7060.94677934004,0.0364626741524041,c(852253.128678185, 7060946.77934004)
"578",866.905416934023,7063.74642119732,37.4155986636689,c(866905.416934023, 7063746.42119732)
"579",886.620525103651,7067.51855929533,107.718287165465,c(886620.525103651, 7067518.55929533)
"580",904.462380431535,7071.01029960381,117.319552707308,c(904462.380431535, 7071010.29960381)
"609.1",703.678014010662,6986.7878752325,302.193941461786,c(703678.014010662, 6986787.8752325)
"610...510",720.955983771621,6991.87532703467,493.906176,c(720955.983771621, 6991875.32703467)
"611...511",742.507275390125,6997.54630984041,493.906176,c(742507.275390125, 6997546.30984041)
"612...512",761.574682784413,7003.06925805758,383.179449466469,c(761574.682784413, 7003069.25805757)
"613...513",785.684504533816,7018.68365450341,63.6691186226223,c(785684.504533816, 7018683.65450341)
"614...514",799.826484940919,7021.17516694853,63.1297355563858,c(799826.484940919, 7021175.16694853)
"648.1",707.211901155639,6975.24754791591,42.7752391850985,c(707211.901155639, 6975247.54791591)
"649.1",725.848653167313,6978.2837411844,141.824312839477,c(725848.653167313, 6978283.7411844)
"650",747.392122725058,6981.88117354135,233.515817854183,c(747392.122725058, 6981881.17354135)
"651",764.740367217554,6985.09832954297,189.563132761324,c(764740.367217554, 6985098.32954297)
"1566",678.155766039214,6397.93404104031,6.74854667453837,c(678155.766039214, 6397934.04104031)
"1620",659.023841998332,6372.97968909618,102.03576760713,c(659023.841998332, 6372979.68909618)
"1621",673.230776064509,6382.54685329676,326.493786756132,c(673230.776064508, 6382546.85329676)
"1673",625.702888491123,6338.90985166219,14.1324062351897,c(625702.888491123, 6338909.85166219)
"1674",639.539626822164,6347.85268161368,260.410692988365,c(639539.626822164, 6347852.68161368)
"1675",657.878382690328,6357.07272123473,486.568809736537,c(657878.382690328, 6357072.72123473)
"1676",675.709702494427,6362.2909002221,334.676306899496,c(675709.702494427, 6362290.9002221)
"1727",605.517768981401,6313.31793085332,104.599217410332,c(605517.768981401, 6313317.93085332)
"1728",621.727082756132,6323.36888412554,411.990578397871,c(621727.082756132, 6323368.88412554)
"1729",641.760837722886,6330.13691190494,493.906176,c(641760.837722886, 6330136.91190494)
"1730",663.314771268579,6335.73240367879,493.906176,c(663314.771268579, 6335732.40367879)
"1731",679.64082574832,6340.53020436056,258.644729547708,c(679640.82574832, 6340530.20436056)
"1780",572.226916831457,6279.23393403997,15.0964078664362,c(572226.916831457, 6279233.93403997)
"1781",586.091654167695,6288.20716272449,263.641391922453,c(586091.654167695, 6288207.16272449)
"1782",604.444874658021,6297.38796315444,487.236058867424,c(604444.874658021, 6297387.96315444)
"1783",625.826866128339,6303.0869571391,493.906176,c(625826.866128339, 6303086.9571391)
"1784",647.374735355621,6308.68304552587,493.906176,c(647374.735355621, 6308683.04552587)
"1785",668.926005778198,6314.27698577439,493.906176,c(668926.005778198, 6314276.98577439)
"1786",683.550794857465,6318.86642815966,182.613152195923,c(683550.794857465, 6318866.42815966)
"1834",555.516144847762,6261.36168243209,2.71403994308686,c(555516.144847762, 6261361.68243209)
"1835",569.377845985243,6265.37923681379,339.947833425757,c(569377.845985243, 6265379.23681379)
"1836",589.029163597143,6270.2048285298,403.17384864376,c(589029.163597143, 6270204.8285298)
"1837",609.899042782482,6276.03226770524,493.906176,c(609899.042782482, 6276032.26770524)
"1838",631.440588449894,6281.62955784038,493.906176,c(631440.588449894, 6281629.55784038)
"1839",651.525782224144,6288.71392937744,402.685221277522,c(651525.782224144, 6288713.92937744)
"1840",674.335805459575,6296.47239785176,329.072901829721,c(674335.805459575, 6296472.39785176)
"1841",687.366920385212,6297.84530429081,103.638448667961,c(687366.920385212, 6297845.30429081)
"1890",578.456120678117,6255.53941021041,8.25719583120978,c(578456.120678117, 6255539.41021041)
"1891",593.565107976085,6257.28888161301,121.341333864991,c(593565.107976085, 6257288.88161301)
"1892",615.071924943371,6260.40148326799,231.340010868965,c(615071.924943371, 6260401.48326799)
"1893",632.969664346443,6265.41992451451,189.077413181429,c(632969.664346443, 6265419.92451451)
"1894",646.22036985939,6273.37356047161,2.99404522726476,c(646220.369859389, 6273373.56047161)
"1896",690.870655977238,6285.37169176665,0.255877794590652,c(690870.655977238, 6285371.69176665)
"1459",729.371643758306,6458.48959674692,53.4330230721018,c(729371.643758306, 6458489.59674692)
"1460",736.406617733712,6458.81977752723,7.40386874918771,c(736406.617733712, 6458819.77752723)
"1513",711.144553670287,6433.65317302481,160.728821351037,c(711144.553670287, 6433653.17302481)
"1514",727.768839001007,6443.49182684785,464.356703581793,c(727768.839001007, 6443491.82684784)
"1515",747.962810760576,6447.54064258401,402.695377766631,c(747962.810760576, 6447540.64258401)
"1516",766.58131388396,6447.16820626181,107.821248061892,c(766581.31388396, 6447168.20626181)
"1566.1",680.344174878543,6399.25963270963,6.55708850347519,c(680344.174878543, 6399259.63270963)
"1567",692.936204215183,6408.16851965964,281.982796454556,c(692936.204215183, 6408168.51965964)
"1568",711.188307876043,6416.85060632345,492.993170935138,c(711188.307876043, 6416850.60632345)
"1569",732.738305011977,6422.46177264051,493.906176,c(732738.305011977, 6422461.77264051)
"1570",754.316093798497,6428.05854241058,493.906176,c(754316.093798497, 6428058.54241058)
"1571",775.400223753656,6432.90460157066,458.627750633673,c(775400.223753656, 6432904.60157066)
"1572",793.298277850414,6431.44941103885,105.508979124854,c(793298.277850414, 6431449.41103885)
"1621.1",682.912032478376,6384.88705315965,83.1982917487164,c(682912.032478376, 6384887.05315965)
"1622",695.210138726764,6389.82237890795,493.906176,c(695210.138726764, 6389822.37890795)
"1623",716.778909399038,6395.41767499739,493.906176,c(716778.909399038, 6395417.67499739)
"1624",738.351376450824,6401.01235330647,493.906176,c(738351.376450824, 6401012.35330646)
"1625",759.927727682357,6406.60660645526,493.906176,c(759927.727682357, 6406606.60645526)
"1626",781.508151579648,6412.20062511406,493.906176,c(781508.151579648, 6412200.62511406)
"1627",802.744407611387,6417.18475754744,467.137836853599,c(802744.407611387, 6417184.75754744)
"1628",824.295832549123,6417.19504112797,211.846005722802,c(824295.832549123, 6417195.04112798)
"1629",840.815491423581,6417.89895680745,23.8462677174606,c(840815.491423581, 6417898.95680745)
"1676.1",686.722745210558,6363.80334933424,159.229869100504,c(686722.745210558, 6363803.34933424)
"1677",700.823313814967,6368.37278675662,493.906176,c(700823.313814967, 6368372.78675662)
"1678",722.390181056855,6373.96597028639,493.906176,c(722390.181056855, 6373965.97028639)
"1679",743.960895715258,6379.55828850217,493.906176,c(743960.895715258, 6379558.28850217)
"1680",765.535645482551,6385.1499337178,493.906176,c(765535.645482551, 6385149.9337178)
"1681",787.11461872217,6390.74109629456,493.906176,c(787114.61872217, 6390741.09629456)
"1682",808.698004486572,6396.33196465412,493.906176,c(808698.004486572, 6396331.96465412)
"1683",830.285992534599,6401.92272529173,493.906176,c(830285.992534599, 6401922.72529173)
"1684",851.30452514409,6406.26050833414,437.209762276856,c(851304.52514409, 6406260.50833414)
"1685",868.828818041793,6405.26085468419,98.0235244500343,c(868828.818041793, 6405260.85468419)
"1696",1123.95946448577,6466.44273237916,0.028320446422657,c(1123959.46448577, 6466442.73237916)
"1731.1",690.623614519592,6342.20117466204,235.261446452291,c(690623.614519592, 6342201.17466204)
"1732",706.433137999198,6346.91848171173,493.906176,c(706433.137999198, 6346918.48171174)
"1733",727.997943261034,6352.50946181047,493.906176,c(727997.943261034, 6352509.46181047)
"1734",749.566745525532,6358.09932855014,493.906176,c(749566.745525532, 6358099.32855014)
"1735",771.13973239059,6363.68827390803,493.906176,c(771139.73239059, 6363688.27390803)
"1736",792.717092111804,6369.27648790628,493.906176,c(792717.092111804, 6369276.48790628)
"1737",814.299013620491,6374.86415862411,493.906176,c(814299.013620491, 6374864.15862411)
"1738",835.885686541154,6380.45147221037,493.906176,c(835885.686541154, 6380451.47221037)
"1739",857.477301208413,6386.03861289601,493.906176,c(857477.301208413, 6386038.61289601)
"1740",878.646456272462,6390.85244470875,459.433313066233,c(878646.456272462, 6390852.44470875)
"1741",900.871763728857,6392.02444084417,260.312961129055,c(900871.763728857, 6392024.44084417)
"1742",918.098936817408,6393.57977397181,68.4886838591837,c(918098.936817408, 6393579.77397181)
"1750",1101.48200414113,6443.09323817912,150.762772127511,c(1101482.00414113, 6443093.23817912)
"1751",1117.91001383496,6452.23727310646,441.093912579485,c(1117910.01383496, 6452237.27310646)
"1752",1137.22575608352,6456.2124350233,362.035432535161,c(1137225.75608352, 6456212.4350233)
"1753",1153.01352157979,6452.50785035548,7.39395177644098,c(1153013.52157979, 6452507.85035548)
"1786.1",694.546376714146,6320.45699825848,311.293023804077,c(694546.376714146, 6320456.99825848)
"1787",712.039491273593,6325.45921807781,493.906176,c(712039.491273593, 6325459.21807781)
"1788",733.602078319828,6331.04790324735,493.906176,c(733602.078319828, 6331047.90324735)
"1789",755.168810547707,6336.6352265302,493.906176,c(755168.810547707, 6336635.2265302)
"1790",776.739875473257,6342.22137953822,493.906176,c(776739.875473257, 6342221.37953822)
"1791",798.315461258132,6347.80655192568,493.906176,c(798315.461258132, 6347806.55192568)
"1792",819.895756727668,6353.39093140092,493.906176,c(819895.756727668, 6353390.93140092)
"1793",841.480951388465,6358.97470373819,493.906176,c(841480.951388465, 6358974.70373819)
"1794",863.071235445443,6364.55805278943,493.906176,c(863071.235445443, 6364558.05278943)
"1795",884.666799818417,6370.14116049626,493.906176,c(884666.799818417, 6370141.16049626)
"1796",906.267836158147,6375.72420690192,493.906176,c(906267.836158147, 6375724.20690192)
"1797",927.156390313662,6380.20391436576,440.412403513927,c(927156.390313662, 6380203.91436576)
"1798",943.170055595373,6377.22650407036,39.0527537184477,c(943170.055595374, 6377226.50407035)
"1803",1071.15637091574,6406.90220480338,0.0317092498986348,c(1071156.37091574, 6406902.20480338)
"1804",1083.79752430904,6417.21539018664,234.92262885316,c(1083797.52430904, 6417215.39018664)
"1805",1101.06052898247,6425.93419673708,489.731752076543,c(1101060.52898247, 6425934.19673708)
"1806",1122.62187320288,6431.58957552281,493.906176000001,c(1122621.87320288, 6431589.57552281)
"1807",1144.29597377957,6437.18329948527,493.906176,c(1144295.97377957, 6437183.29948527)
"1808",1164.25890920597,6439.1597694563,308.291624012893,c(1164258.90920597, 6439159.7694563)
"1809",1185.9410558663,6438.39201808819,58.9046403325995,c(1185941.0558663, 6438392.01808819)
"1841.1",698.476304359333,6298.65150927858,387.324601155865,c(698476.304359333, 6298651.50927858)
"1842",717.642255633671,6303.9947527479,493.906176,c(717642.255633671, 6303994.7527479)
"1843",739.202470478298,6309.58105090855,493.906176,c(739202.470478298, 6309581.05090855)
"1844",760.766977318017,6315.16573820021,493.906176,c(760766.977318017, 6315165.73820021)
"1845",782.335963598853,6320.74900584168,493.906176,c(782335.963598853, 6320749.00584168)
"1846",803.909617401588,6326.33104309203,493.906176,c(803909.617401588, 6326331.04309203)
"1847",825.488127459864,6331.9120372616,493.906176,c(825488.127459864, 6331912.0372616)
"1848",847.071683177855,6337.4921737231,493.906176,c(847071.683177855, 6337492.1737231)
"1849",868.660474647452,6343.07163592299,493.906176,c(868660.474647452, 6343071.63592299)
"1850",890.254692665009,6348.65060539262,493.906176,c(890254.692665009, 6348650.60539262)
"1851",911.854528747617,6354.22926175966,493.906176,c(911854.528747617, 6354229.26175966)
"1852",933.460175148923,6359.80778275946,493.906176,c(933460.175148923, 6359807.78275946)
"1853",954.235559933538,6363.52463328716,406.035362462049,c(954235.559933538, 6363524.63328716)
"1854",977.707643275314,6364.88342148697,219.214743883972,c(977707.643275314, 6364883.42148697)
